"HF","Financing scheme","HC","Function","HP","Provider","MEASURE","Measure","LOCATION","Country","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2009","2009","EUR","Euro","0","Units",,,104.532,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2010","2010","EUR","Euro","0","Units",,,56.34,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2011","2011","EUR","Euro","0","Units",,,58.19,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2012","2012","EUR","Euro","0","Units",,,58.437,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2013","2013","EUR","Euro","0","Units",,,21.023,"B","Break"
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2014","2014","EUR","Euro","0","Units",,,21.453,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2015","2015","EUR","Euro","0","Units",,,22.149,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2016","2016","EUR","Euro","0","Units",,,23.761,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2017","2017","EUR","Euro","0","Units",,,25.314,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2018","2018","EUR","Euro","0","Units",,,26.111,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2019","2019","EUR","Euro","0","Units",,,26.667,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2020","2020","EUR","Euro","0","Units",,,25.259,,
"HFTOT","All financing schemes","HC4","Ancillary services (non-specified by function)","HP3","Providers of ambulatory health care","UNPPER","Per capita, current prices","FRA","France","2021","2021","EUR","Euro","0","Units",,,29.589,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1970","1970","EUR","Euro","0","Units",,,53.09,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1975","1975","EUR","Euro","0","Units",,,125.818,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1980","1980","EUR","Euro","0","Units",,,287.147,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1985","1985","EUR","Euro","0","Units",,,511.925,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1990","1990","EUR","Euro","0","Units",,,675.534,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1991","1991","EUR","Euro","0","Units",,,703.218,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1992","1992","EUR","Euro","0","Units",,,742.172,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1993","1993","EUR","Euro","0","Units",,,778.596,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1994","1994","EUR","Euro","0","Units",,,804.508,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1995","1995","EUR","Euro","0","Units",,,770.671,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1996","1996","EUR","Euro","0","Units",,,790.85,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1997","1997","EUR","Euro","0","Units",,,800.492,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1998","1998","EUR","Euro","0","Units",,,812.43,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","1999","1999","EUR","Euro","0","Units",,,823.51,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2000","2000","EUR","Euro","0","Units",,,843.346,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2001","2001","EUR","Euro","0","Units",,,872.79,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2002","2002","EUR","Euro","0","Units",,,918.118,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2003","2003","EUR","Euro","0","Units",,,955.739,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2004","2004","EUR","Euro","0","Units",,,1000.478,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2005","2005","EUR","Euro","0","Units",,,1033.851,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2006","2006","EUR","Euro","0","Units",,,1156.961,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2007","2007","EUR","Euro","0","Units",,,1190.682,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2008","2008","EUR","Euro","0","Units",,,1240.876,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2009","2009","EUR","Euro","0","Units",,,1282.885,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2010","2010","EUR","Euro","0","Units",,,1306.504,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2011","2011","EUR","Euro","0","Units",,,1338.801,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2012","2012","EUR","Euro","0","Units",,,1368.32,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2013","2013","EUR","Euro","0","Units",,,1391.03,"B","Break"
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2014","2014","EUR","Euro","0","Units",,,1434.296,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2015","2015","EUR","Euro","0","Units",,,1449.565,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2016","2016","EUR","Euro","0","Units",,,1475.456,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2017","2017","EUR","Euro","0","Units",,,1497.51,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2018","2018","EUR","Euro","0","Units",,,1504.964,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2019","2019","EUR","Euro","0","Units",,,1526.904,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2020","2020","EUR","Euro","0","Units",,,1620.381,,
"HFTOT","All financing schemes","HCTOT","Current expenditure on health (all functions)","HP1","Hospitals","UNPPER","Per capita, current prices","FRA","France","2021","2021","EUR","Euro","0","Units",,,1716.202,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1970","1970","EUR","Euro","6","Millions",,,1128.37,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1975","1975","EUR","Euro","6","Millions",,,2115.57,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1980","1980","EUR","Euro","6","Millions",,,3536.88,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1985","1985","EUR","Euro","6","Millions",,,6957,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1990","1990","EUR","Euro","6","Millions",,,9839.36,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1991","1991","EUR","Euro","6","Millions",,,10681.95,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1992","1992","EUR","Euro","6","Millions",,,11372.39,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1993","1993","EUR","Euro","6","Millions",,,12286.32,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1994","1994","EUR","Euro","6","Millions",,,12378.56,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1995","1995","EUR","Euro","6","Millions",,,12575.41,"B","Break"
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1996","1996","EUR","Euro","6","Millions",,,12876.09,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1997","1997","EUR","Euro","6","Millions",,,13574.24,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1998","1998","EUR","Euro","6","Millions",,,14574.43,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","1999","1999","EUR","Euro","6","Millions",,,16001.2,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2000","2000","EUR","Euro","6","Millions",,,17823.5,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2001","2001","EUR","Euro","6","Millions",,,19653.62,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2002","2002","EUR","Euro","6","Millions",,,21191.63,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2003","2003","EUR","Euro","6","Millions",,,22200.077,"B","Break"
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2004","2004","EUR","Euro","6","Millions",,,23681.318,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2005","2005","EUR","Euro","6","Millions",,,24852.471,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2006","2006","EUR","Euro","6","Millions",,,25484.805,"B","Break"
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2007","2007","EUR","Euro","6","Millions",,,26559.253,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,26819.397,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2009","2009","EUR","Euro","6","Millions",,,27238.522,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2010","2010","EUR","Euro","6","Millions",,,27759.131,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2011","2011","EUR","Euro","6","Millions",,,28131.117,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2012","2012","EUR","Euro","6","Millions",,,28218.111,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2013","2013","EUR","Euro","6","Millions",,,32476.12,"B","Break"
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2014","2014","EUR","Euro","6","Millions",,,33613.068,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2015","2015","EUR","Euro","6","Millions",,,33936.978,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2016","2016","EUR","Euro","6","Millions",,,39672.035,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2017","2017","EUR","Euro","6","Millions",,,40662.406,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2018","2018","EUR","Euro","6","Millions",,,40972.411,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2019","2019","EUR","Euro","6","Millions",,,42013.946,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2020","2020","EUR","Euro","6","Millions",,,42597.7,,
"HF1","Government/compulsory schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2021","2021","EUR","Euro","6","Millions",,,44739.783,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2003","2003","USD","US Dollar","0","Units",,,1.121,"B","Break"
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2004","2004","USD","US Dollar","0","Units",,,1.128,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2005","2005","USD","US Dollar","0","Units",,,1.333,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2006","2006","USD","US Dollar","0","Units",,,70.031,"B","Break"
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2007","2007","USD","US Dollar","0","Units",,,82.883,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2008","2008","USD","US Dollar","0","Units",,,98.852,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2009","2009","USD","US Dollar","0","Units",,,118.226,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2010","2010","USD","US Dollar","0","Units",,,132.828,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2011","2011","USD","US Dollar","0","Units",,,140.367,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2012","2012","USD","US Dollar","0","Units",,,148.822,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2013","2013","USD","US Dollar","0","Units",,,161.705,"B","Break"
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2014","2014","USD","US Dollar","0","Units",,,167.531,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2015","2015","USD","US Dollar","0","Units",,,170.554,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2016","2016","USD","US Dollar","0","Units",,,180.897,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2017","2017","USD","US Dollar","0","Units",,,188.643,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2018","2018","USD","US Dollar","0","Units",,,195.102,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2019","2019","USD","US Dollar","0","Units",,,201.308,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2020","2020","USD","US Dollar","0","Units",,,209.418,,
"HF3","Household out-of-pocket payments","HC3","Long-term care (health)","HPTOT","All providers","PPPPER","Per capita, current prices, current PPPs","FRA","France","2021","2021","USD","US Dollar","0","Units",,,221.942,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1970","1970","PC","Percentage","0","Units",,,35.635,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1975","1975","PC","Percentage","0","Units",,,40.198,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1980","1980","PC","Percentage","0","Units",,,45.302,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1985","1985","PC","Percentage","0","Units",,,42.096,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1990","1990","PC","Percentage","0","Units",,,39.443,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1991","1991","PC","Percentage","0","Units",,,38.604,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1992","1992","PC","Percentage","0","Units",,,38.521,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1993","1993","PC","Percentage","0","Units",,,38.264,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1994","1994","PC","Percentage","0","Units",,,38.261,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1995","1995","PC","Percentage","0","Units",,,33.563,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1996","1996","PC","Percentage","0","Units",,,33.26,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1997","1997","PC","Percentage","0","Units",,,32.857,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1998","1998","PC","Percentage","0","Units",,,32.234,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","1999","1999","PC","Percentage","0","Units",,,31.263,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2000","2000","PC","Percentage","0","Units",,,30.371,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2001","2001","PC","Percentage","0","Units",,,29.735,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2002","2002","PC","Percentage","0","Units",,,29.313,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2003","2003","PC","Percentage","0","Units",,,30.76,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2004","2004","PC","Percentage","0","Units",,,30.029,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2005","2005","PC","Percentage","0","Units",,,29.684,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2006","2006","PC","Percentage","0","Units",,,28.404,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2007","2007","PC","Percentage","0","Units",,,28.047,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2008","2008","PC","Percentage","0","Units",,,27.22,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2009","2009","PC","Percentage","0","Units",,,27.062,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2010","2010","PC","Percentage","0","Units",,,26.916,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2011","2011","PC","Percentage","0","Units",,,24.502,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2012","2012","PC","Percentage","0","Units",,,24.358,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2013","2013","PC","Percentage","0","Units",,,22.605,"B","Break"
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2014","2014","PC","Percentage","0","Units",,,22.306,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2015","2015","PC","Percentage","0","Units",,,22.103,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2016","2016","PC","Percentage","0","Units",,,22.429,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2017","2017","PC","Percentage","0","Units",,,22.061,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2018","2018","PC","Percentage","0","Units",,,21.792,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2019","2019","PC","Percentage","0","Units",,,21.466,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2020","2020","PC","Percentage","0","Units",,,23.363,,
"HF1","Government/compulsory schemes","HC11HC21","Inpatient curative and rehabilitative care","HPTOT","All providers","PARCUR","Share of current expenditure on health","FRA","France","2021","2021","PC","Percentage","0","Units",,,22.055,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2003","2003","EUR","Euro","6","Millions",,,7292.991,"B","Break"
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2004","2004","EUR","Euro","6","Millions",,,7849.503,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2005","2005","EUR","Euro","6","Millions",,,8204.599,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2006","2006","EUR","Euro","6","Millions",,,8194.832,"B","Break"
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2007","2007","EUR","Euro","6","Millions",,,8581.104,,
"HF2","Voluntary health care payment schemes","HC5","Medical goods (non-specified by function)","HPTOT","All providers","MLLNCU","Current prices","FRA","France","2008","2008","EUR","Euro","6","Millions",,,8866.747,,
